-2.596899999999999764e-01,-9.936599999999999600e-02,-7.916412000000000226e+00
-2.084159999999999902e-01,-1.495259999999999923e-01,-7.941715000000000302e+00
-2.084830000000000017e-01,-9.971599999999999908e-02,-7.944255000000000067e+00
-2.082509999999999917e-01,-4.980199999999999905e-02,-7.935430000000000206e+00
-2.091890000000000138e-01,3.001599999999999824e-01,-7.971156999999999826e+00
-2.090619999999999978e-01,3.499749999999999805e-01,-7.966339999999999755e+00
-1.559349999999999903e-01,-1.988870000000000082e-01,-7.922577999999999676e+00
-1.564439999999999997e-01,-1.496520000000000072e-01,-7.948401999999999745e+00
-1.556909999999999961e-01,-9.928800000000000125e-02,-7.910188999999999915e+00
-1.562580000000000080e-01,-4.982500000000000123e-02,-7.938970999999999556e+00
-1.557360000000000133e-01,0.000000000000000000e+00,-7.912455999999999712e+00
-1.570900000000000074e-01,2.003600000000000103e-01,-7.981241999999999948e+00
-1.569790000000000074e-01,2.502730000000000232e-01,-7.975596999999999603e+00
-1.568789999999999907e-01,3.001369999999999871e-01,-7.970532999999999646e+00
-1.569000000000000117e-01,3.502069999999999905e-01,-7.971608999999999945e+00
-1.041969999999999980e-01,-1.495100000000000040e-01,-7.940904999999999880e+00
-1.042410000000000003e-01,-9.971499999999999808e-02,-7.944232999999999656e+00
-1.041610000000000036e-01,-4.982000000000000317e-02,-7.938157999999999603e+00
-1.036360000000000059e-01,0.000000000000000000e+00,-7.898152999999999757e+00
-1.048000000000000043e-01,1.002500000000000058e-01,-7.986829000000000178e+00
-1.047259999999999996e-01,2.003590000000000093e-01,-7.981212000000000195e+00
-1.046710000000000002e-01,2.503159999999999830e-01,-7.976975000000000371e+00
-5.192000000000000087e-02,-9.933100000000000263e-02,-7.913642000000000287e+00
-5.187100000000000044e-02,-4.961900000000000338e-02,-7.906160999999999994e+00
-5.213399999999999979e-02,0.000000000000000000e+00,-7.946335000000000370e+00
-5.201800000000000174e-02,9.951899999999999635e-02,-7.928575000000000372e+00
0.000000000000000000e+00,-4.991299999999999903e-02,-7.953096000000000387e+00
0.000000000000000000e+00,0.000000000000000000e+00,-7.948623999999999690e+00
0.000000000000000000e+00,4.985499999999999654e-02,-7.943749999999999645e+00
0.000000000000000000e+00,9.952600000000000335e-02,-7.929158000000000150e+00
5.214599999999999791e-02,0.000000000000000000e+00,-7.948133000000000337e+00
5.182900000000000007e-02,4.957899999999999807e-02,-7.899805999999999884e+00
5.179600000000000176e-02,9.909500000000000253e-02,-7.894783999999999580e+00
1.038970000000000032e-01,0.000000000000000000e+00,-7.918026000000000231e+00
1.040449999999999986e-01,4.976400000000000268e-02,-7.929318000000000310e+00
1.040259999999999935e-01,9.951000000000000123e-02,-7.927881000000000178e+00
1.037710000000000021e-01,1.488980000000000026e-01,-7.908399000000000179e+00
1.560499999999999943e-01,0.000000000000000000e+00,-7.928401000000000032e+00
1.562999999999999945e-01,4.983800000000000036e-02,-7.941088999999999842e+00
1.561639999999999973e-01,9.958899999999999697e-02,-7.934198000000000306e+00
1.558970000000000078e-01,1.491290000000000115e-01,-7.920651000000000330e+00
2.076850000000000085e-01,0.000000000000000000e+00,-7.913869000000000042e+00
2.081280000000000074e-01,4.977299999999999780e-02,-7.930723999999999663e+00
2.080690000000000039e-01,9.951799999999999535e-02,-7.928511000000000308e+00
2.076639999999999875e-01,1.489860000000000073e-01,-7.913056000000000090e+00
2.590749999999999997e-01,4.956599999999999895e-02,-7.897681999999999647e+00
2.591689999999999827e-01,9.916700000000000514e-02,-7.900516999999999790e+00
